548381,B00008L3UE
548381,6305432317
548382,B00021R7CG
548382,B0001WTVUW
548382,B00062IDJW
548382,B00009V7S9
548382,1896306942
548383,B00005B209
548383,B0000640RY
548383,6305874867
548383,0783235380
548383,B00000JGHN
548384,B00006II55
548384,B00006II54
548384,B00006SFIZ
548384,B00005R1O7
548384,B00008975H
548385,0790740826
548385,0790729334
548385,6304779178
548385,6305428158
548385,6304779089
548386,6305053995
548386,B00020X83Y
548386,B0002DB5N6
548386,B0001AVZNU
548386,B0007OCG56
548387,B00005JKFR
548387,B00009NHC0
548387,B000067FP3
548387,B000063UR0
548387,B00004RF9B
548388,B000022TSH
548388,0790734850
548388,079073219X
548388,B00009Y3PV
548388,B00002VWE0
548389,B00002CGGH
548389,B0002MPQRS
548389,B0001HAGSI
548389,B00004U104
548389,B00005QW5T
548390,B00004YZGT
548390,B0000E6XH3
548390,6305827842
548390,B000056PXM
548390,B0000C7PSJ
548391,B00003CXDD
548391,B00005LKHZ
548391,B00003CXCT
548391,B000634DCW
548391,B00005JMAH
548392,B000068MBV
548392,B000065V3S
548392,B000065V3Q
548392,B00008L3TB
548392,B00006G8JY
548393,B000085EF7
548393,1558908412
548393,B0002T7YYO
548393,6305826838
548393,1558908404
548394,B00009PY43
548394,6305596247
548394,B00006I042
548394,B00023P4V0
548394,B00026L7OU
548395,B00004W5TT
548395,B0001FR3JA
548395,B000092T5P
548395,B0000029YB
548395,B000087F5C
548396,B00008HC95
548396,6304279485
548396,0375822410
548396,B00005QFE1
548396,6304061234
548397,B00006673W
548397,B00006IUIE
548397,6305841500
548397,B00023P4I8
548397,B00009UW0J
548398,B00005UO7T
548398,B00005QZ7R
548398,B00005QZ7P
548398,B00005NG68
548398,B00005Q65W
548399,0790736500
548399,0790729342
548399,630460291X
548399,0790731932
548399,B00005R2IS
548401,B00008DDXA
548401,B00003CXDC
548401,0790731517
548401,B00000JBXY
548401,B00005N5SA
548402,B0002V7O2Y
548402,6305869359
548402,B00004W19F
548402,B00006SFIY
548402,B00004Z4VX
548403,B00005QW4T
548403,B0002IQL8K
548403,B00005R1O7
548403,B000065Q9W
548403,B0001FVE9K
548404,B0001977JM
548404,B0000DJZ8P
548404,192973221X
548404,0553296981
548404,0140369260
548405,6305436304
548405,B00008J2EM
548405,B000067IW1
548405,B0002NRRQU
548405,B0002NRRRO
548406,B00006HAX2
548406,B00006G8HD
548406,B000060MUE
548406,B000094J6K
548406,B00005AWRF
548407,6305436347
548407,B000067DE6
548407,B00013F2HC
548407,B00006FDAC
548407,B0000YEDV8
548408,0767851013
548408,0345370805
548408,6305212112
548408,B00005JKGK
548408,B00006IZH3
548410,B00007KK38
548410,B0000A02TP
548410,B000305ZDO
548410,B00008973J
548410,B0002WZTJI
548411,B00000JPH6
548411,B00005LKHZ
548411,B000063UR2
548411,B00003CXDD
548411,B00005LOKQ
548412,6305882592
548412,B000059H9D
548412,B00020HB1E
548412,B00008MTY5
548412,B000056WRD
548413,B00006FDCF
548413,6305327041
548413,B00005OM6L
548413,B00004RJ74
548413,B00008975Z
548414,B00005TPC8
548414,B00004Y6C4
548414,B00005RIY0
548414,B00005IBT5
548414,B00005TPC9
548415,B0002Y4PPK
548415,B0002I84JO
548415,B00064AFF0
548415,B0002V7OCO
548415,B0002B15WO
548416,0849940982
548416,0849931770
548416,0310421411
548416,0849940885
548416,0849955106
548417,0966043634
548417,0694515639
548417,0743520718
548417,0743520211
548417,188108115X
548418,1879505096
548418,B00004Z4VO
548418,B000055ZCV
548418,B000055ZCY
548418,B000055ZCW
548419,0894865838
548419,0894866370
548419,0671762273
548419,0060507225
548419,0062505890
548420,1564559173
548420,1591790344
548420,0609800140
548420,0609810111
548420,159179157X
548421,0312971125
548421,0312966806
548421,0312983824
548421,0312980159
548421,1551666189
548422,0811731065
548422,0671865838
548422,0811726908
548422,0811726843
548422,0671751727
548423,0374292884
548423,1400031257
548423,0385413726
548423,0393324397
548423,0684844419
548424,0786869186
548424,0786867930
548424,0399529888
548424,0060530626
548424,0142003441
548425,B000228SM8
548425,B000059TO8
548425,B0001932ZU
548425,B00006FD9M
548425,6305133433
548426,0804836140
548426,0071414363
548426,0658011405
548426,0824826019
548426,0743500164
548427,1591251966
548427,1560151404
548427,0486280853
548427,1566915201
548427,1591251893
548429,0440224624
548429,0440235162
548429,034542705X
548429,6305128952
548429,0060932899
548430,0064400557
548430,0140374248
548430,0141301155
548430,0064408671
548430,0440415632
548431,B00003CX77
548431,B00003CXKJ
548431,B00029NMRM
548431,0790750422
548431,076780421X
548432,0393312526
548432,0141183780
548432,0679724753
548432,0312018959
548432,0151970874
548433,0792845803
548433,B00007GZRQ
548433,B0001O3W46
548433,B0006HBV50
548433,1572526564
548434,0684848155
548434,0743244257
548434,0140156046
548434,0140152741
548434,0140077022
548435,6305428417
548435,B00020HCBS
548435,B00019330O
548435,B00006FD9Z
548435,B00013F34Y
548436,B00000IQW7
548436,B0000047QG
548436,B000001E40
548436,B0002I84JO
548436,B00005NGZ8
548437,1582292949
548437,1582292736
548437,1582293627
548438,6302275741
548438,6302275733
548438,630227575X
548438,B00008WJAY
548438,630227642X
548439,B00008EY65
548439,B000244EMO
548439,B00005JMXX
548439,B0002VEUV2
548439,B00007AJG4
548440,B000055ZCK
548440,B0000CA1DA
548440,B000056N7M
548440,B00005NFZJ
548440,B0006N2EKU
548441,0792846893
548441,B00005AUK4
548441,B00009PY4D
548441,B00008973G
548441,B000068TPF
548442,B00005R1O7
548442,B00008G96N
548442,B00006CXGG
548442,B000063UR0
548442,B00008975H
548445,1879505096
548445,B00004W1A8
548445,B00004W1A7
548445,B00004Y7H6
548445,B00004Z4VN
548446,B00005RI9F
548446,B00005RI9C
548446,B00005N8AP
548446,B000050IMX
548446,B00005YURG
548447,6305511055
548447,0784012717
548447,0783226853
548447,B000031EGS
548447,B000035P5E
548448,B00066KWCY
548448,B0002V7OEC
548448,B0006SGYLK
548448,B00066KWCO
548448,B0000YEDUO
548449,B00013RC70
548449,0783227353
548449,B00008L3W3
548449,B00005N90X
548449,B000067J1Y
548450,6304524927
548450,B000075Y5B
548450,B00002MZ12
548450,B0007XT8BW
548450,B000089758
548452,B00004RF97
548452,0790743949
548452,B000022TSL
548452,B00008ZZ7B
548452,B00005LC4A
548453,0312970242
548453,039557420X
548453,0609600354
548453,0449910741
548453,0553370502
548454,B00005JD5H
548454,B00006JU6X
548454,6304779607
548454,630513345X
548454,6305133409
548455,630570144X
548455,B00004Z4VB
548455,B00004Y7H9
548455,B00004Z4VD
548455,B00004Y7H8
548456,B00000ILEE
548456,B000059HAB
548456,0783240201
548456,B00005JLON
548456,B000035Z28
548457,031025096X
548457,0800757319
548457,0785266046
548457,0842371125
548457,1576831000
548458,B00000K3D4
548458,B00003CXDD
548458,B00005LKHZ
548458,B00000JPH6
548458,B00019330Y
548459,B00000JGOG
548459,0790731959
548459,B000055Y0Y
548459,6305308780
548459,B00005ALS2
548460,B00008HC95
548460,B00009W0TU
548460,0738920762
548460,B00005QFE1
548460,1573305693
548461,0312281188
548461,0060539801
548461,0399525386
548461,0062733370
548461,0060571969
548462,0743225627
548462,0743225635
548462,1580628435
548462,0671868039
548462,0761508341
548464,0310973686
548464,0310918421
548464,0310916305
548464,0310980410
548464,0310915856
548465,0440508630
548465,0316090077
548465,0060526769
548466,0312315309
548466,0312315325
548466,159058113X
548466,0373264976
548466,0312324049
548467,0521811724
548467,0072528052
548467,0312310080
548467,0520242092
548467,0792282248
548468,0812553632
548468,0812536282
548468,0812520629
548468,0812520610
548468,0812508351
548469,0312331061
548469,0312334613
548469,1561709530
548469,0446677760
548469,0060934352
548470,0312285434
548470,0786714735
548470,0609604953
548470,140005026X
548470,0802132596
548471,0439144965
548471,0618280243
548471,0590967851
548471,1564586251
548471,0789458454
548472,0812553632
548472,0812536282
548472,0812520629
548472,0812520610
548472,0812508351
548473,0131123513
548473,0130987921
548473,0130986321
548473,032302744X
548473,0130287989
548474,1892123223
548474,1890957933
548474,0789728966
548474,1580082556
548474,1930435045
548475,0802150349
548475,080215056X
548475,0802150241
548475,1400075238
548475,0802151582
548476,0231102291
548476,0231119445
548476,0792271343
548476,0878424032
548476,0300098197
548477,0451411145
548477,0451410106
548477,0345394690
548477,0345394380
548477,0345394704
548478,0618509283
548479,0300080212
548479,1585675024
548479,1400042305
548480,0825433959
548480,0825434912
548480,0825434777
548480,0825434769
548480,0825434947
548482,0880384654
548482,0786915161
548482,0880384476
548482,0786918705
548482,0786932570
548483,1560535474
548483,0443056978
548483,0683055828
548483,0912912065
548483,0071402357
548484,0893144258
548484,157062349X
548484,1570627177
548484,0809136198
548484,0807812714
548486,0028609883
548486,0963203401
548486,0312206321
548486,0809257300
548486,0679438874
548487,0486261808
548487,0486280918
548487,0972356215
548487,0071420894
548487,0844280534
548488,1565793471
548488,0961166223
548488,1558684700
548488,1591520126
548488,1890437174
548490,0806521821
548490,0070647534
548490,0471479632
548490,140008198X
548490,0071441158
548491,0321173481
548491,1568811829
548491,0201848406
548491,0321237625
548491,1568811985
548492,0971663661
548492,0971663653
548492,0971663610
548492,0971663637
548492,0963753355
548493,0883681595
548493,0802405657
548493,0871231824
548493,0883683520
548493,0871239515
548494,0375411399
548494,0140585532
548494,0375411372
548494,0679423176
548494,0151005605
548495,B0000714F2
548495,B00009MECG
548495,B00006AWBH
548495,6305789797
548495,6305796203
548496,1591391857
548496,1578518520
548496,0875847404
548496,1578519047
548497,0718006593
548497,0785263500
548497,0785274324
548497,0785264191
548497,0785263519
548498,1571201467
548498,0486417026
548498,157120184X
548498,0486280136
548498,157432795X
548499,6301973313
548499,B000055XM8
548499,B0006HBV2I
548499,630160086X
548499,B00027JYLM
548500,155821545X
548500,1885106955
548500,1585745308
548500,1571881646
548500,188510698X
548501,0941051714
548501,0226042391
548501,1589880080
548501,0801488656
548501,0486272893
548502,0071351221
548502,1580174485
548502,0811837327
548502,0312284888
548502,0899093914
548503,0486661105
548503,0521669553
548503,0915760037
548503,0486607542
548503,0486683567
548504,1558493840
548504,1578051088
548504,1550092073
548504,0393058077
548504,0060938455
548505,0321121856
548505,0465007856
548505,0871545268
548505,0271014660
548505,081577477X
548506,6305077622
548506,6305078203
548506,6300181294
548506,6305078262
548506,6302798515
548507,0939923874
548507,0787232416
548507,0471358371
548507,0126906475
548507,012332906X
548508,1584830492
548508,096290497X
548508,0768422329
548508,1584830379
548508,0962904902
548510,0972380116
548510,0471348139
548510,0764525786
548510,0789728001
548510,0789731738
548511,007144002X
548511,1888983302
548511,0971477639
548511,1932205888
548511,1893128199
548513,0500284768
548513,0316172324
548514,0963542648
548514,0963542605
548514,1556523157
548514,0471387533
548514,1931615063
548515,0785111271
548515,0785112472
548515,0785115285
548515,0785110461
548515,0785107584
548518,0802133908
548518,0140266216
548518,9872056218
548518,843760494X
548518,1583488111
548519,0805058443
548519,0195051874
548519,0811827836
548519,038549596X
548520,0684835657
548520,0198205287
548520,0521627249
548520,0521596491
548520,0521784301
548521,1886705410
548521,0789494302
548521,2060000335
548521,1886590079
548521,2061565301
548522,0804832625
548522,158685027X
548522,4770023537
548522,0811836754
548522,0804814929
548524,0575073330
548524,0345440676
548524,0060575301
548524,0441010083
548524,0441009166
548526,B00005R1O2
548526,B00000I214
548526,B00005OCQE
548526,B00000I211
548526,B00005OCQB
548529,0310479711
548529,0802436471
548529,0684856093
548529,155874777X
548529,074321546X
548530,0006471641
548530,0006477097
548530,B00009MGGI
548530,0006497993
548530,0679727922
548531,079357000X
548531,0793529395
548531,0793585031
548531,0634002066
548533,4770029446
548533,1570624895
548534,0838426069
548534,080131531X
548534,0838426247
548534,0884897257
548534,0805366245
548536,B000051TKB
548536,B0000046U5
548536,B000000EC9
548536,B00000616B
548536,B000002KMA
548537,1930722214
548537,0517163101
548537,1930722052
548537,0887306314
548537,0385468059
548538,B0006H0HFU
548538,B0006Q1UMA
548538,B0002GTW7Y
548538,B0002Z0M6A
548538,B0006GREQQ
548539,0822959046
548539,140006256X
548539,0195093852
548539,0760734062
548539,0618118128
548540,0689808747
548540,0689820305
548540,0859531821
548540,0060266864
548540,0916291820
548544,B00021YIE6
548547,630366704X
548547,B0002ERXB8
548547,B0001932ZU
548547,B0001VTPUE
548547,B0007LPSH2
548548,B0002HOE6C
548548,B0002I84JO
548548,B00004WZQN
548548,B00069CQ8E
548548,B0001BMMHW
548549,1931709920
548549,188187110X
548549,081890643X
548549,1580510469
548549,0896229939
548550,B00012FWNC
548550,B0002UNQQI
548550,B00069FKLO
548550,B0000CNTHZ
548550,B0002JP2OI
548551,B00008OETQ
548551,B00005O6KL
548551,B00006RY87
548551,B0002OTI98
548551,B0000634HG
